05/01/2020|Вон|R01815|410|KRW|1000|53,5535
05/01/2020|Иен|R01820|392|JPY|100|56,9746
06/01/2020|Австралийский доллар|R01010|036|AUD|1|43,3835
06/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,4902
06/01/2020|Фунт стерлингов|R01035|826|GBP|1|81,3069
06/01/2020|Армянских драмов|R01060|051|AMD|100|12,9239
06/01/2020|Белорусский рубль|R01090B|933|BYN|1|29,3545
06/01/2020|Болгарский лев|R01100|975|BGN|1|35,4720
06/01/2020|Бразильский реал|R01115|986|BRL|1|15,4006
06/01/2020|Форинтов|R01135|348|HUF|100|20,9637
06/01/2020|Гонконгских долларов|R01200|344|HKD|10|79,5029
06/01/2020|Датских крон|R01215|208|DKK|10|92,8776
06/01/2020|Доллар США|R01235|840|USD|1|61,9057
06/01/2020|Евро|R01239|978|EUR|1|69,3777
06/01/2020|Индийских рупий|R01270|356|INR|100|86,8255
06/01/2020|Тенге|R01335|398|KZT|100|16,1665
06/01/2020|Канадский доллар|R01350|124|CAD|1|47,4446
06/01/2020|Сомов|R01370|417|KGS|100|88,6979
06/01/2020|Юаней|R01375|156|CNY|10|88,8696
06/01/2020|Молдавских леев|R01500|498|MDL|10|35,9917
06/01/2020|Норвежских крон|R01535|578|NOK|10|70,3834
06/01/2020|Злотый|R01565|985|PLN|1|16,3017
06/01/2020|Румынский лей|R01585F|946|RON|1|14,5005
06/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|85,6051
06/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,9958
06/01/2020|Сомони|R01670|972|TJS|10|63,8980
06/01/2020|Турецкая лира|R01700J|949|TRY|1|10,4148
06/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,7126
06/01/2020|Узбекских сумов|R01717|860|UZS|10000|65,1121
06/01/2020|Гривен|R01720|980|UAH|10|26,1205
06/01/2020|Чешских крон|R01760|203|CZK|10|27,3019
06/01/2020|Шведских крон|R01770|752|SEK|10|66,2930
06/01/2020|Швейцарский франк|R01775|756|CHF|1|63,8994
06/01/2020|Рэндов|R01810|710|ZAR|10|44,0839
06/01/2020|Вон|R01815|410|KRW|1000|53,5535
06/01/2020|Иен|R01820|392|JPY|100|56,9746
07/01/2020|Австралийский доллар|R01010|036|AUD|1|43,3835
07/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,4902
07/01/2020|Фунт стерлингов|R01035|826|GBP|1|81,3069
07/01/2020|Армянских драмов|R01060|051|AMD|100|12,9239
07/01/2020|Белорусский рубль|R01090B|933|BYN|1|29,3545
07/01/2020|Болгарский лев|R01100|975|BGN|1|35,4720
07/01/2020|Бразильский реал|R01115|986|BRL|1|15,4006
07/01/2020|Форинтов|R01135|348|HUF|100|20,9637
07/01/2020|Гонконгских долларов|R01200|344|HKD|10|79,5029
07/01/2020|Датских крон|R01215|208|DKK|10|92,8776
07/01/2020|Доллар США|R01235|840|USD|1|61,9057
07/01/2020|Евро|R01239|978|EUR|1|69,3777
07/01/2020|Индийских рупий|R01270|356|INR|100|86,8255
07/01/2020|Тенге|R01335|398|KZT|100|16,1665
07/01/2020|Канадский доллар|R01350|124|CAD|1|47,4446
07/01/2020|Сомов|R01370|417|KGS|100|88,6979
07/01/2020|Юаней|R01375|156|CNY|10|88,8696
07/01/2020|Молдавских леев|R01500|498|MDL|10|35,9917
07/01/2020|Норвежских крон|R01535|578|NOK|10|70,3834
07/01/2020|Злотый|R01565|985|PLN|1|16,3017
07/01/2020|Румынский лей|R01585F|946|RON|1|14,5005
07/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|85,6051
07/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,9958
07/01/2020|Сомони|R01670|972|TJS|10|63,8980
07/01/2020|Турецкая лира|R01700J|949|TRY|1|10,4148
07/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,7126
07/01/2020|Узбекских сумов|R01717|860|UZS|10000|65,1121
07/01/2020|Гривен|R01720|980|UAH|10|26,1205
07/01/2020|Чешских крон|R01760|203|CZK|10|27,3019
07/01/2020|Шведских крон|R01770|752|SEK|10|66,2930
07/01/2020|Швейцарский франк|R01775|756|CHF|1|63,8994
07/01/2020|Рэндов|R01810|710|ZAR|10|44,0839
07/01/2020|Вон|R01815|410|KRW|1000|53,5535
07/01/2020|Иен|R01820|392|JPY|100|56,9746
08/01/2020|Австралийский доллар|R01010|036|AUD|1|43,3835
08/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,4902
08/01/2020|Фунт стерлингов|R01035|826|GBP|1|81,3069
08/01/2020|Армянских драмов|R01060|051|AMD|100|12,9239
08/01/2020|Белорусский рубль|R01090B|933|BYN|1|29,3545
08/01/2020|Болгарский лев|R01100|975|BGN|1|35,4720
08/01/2020|Бразильский реал|R01115|986|BRL|1|15,4006
08/01/2020|Форинтов|R01135|348|HUF|100|20,9637
08/01/2020|Гонконгских долларов|R01200|344|HKD|10|79,5029
08/01/2020|Датских крон|R01215|208|DKK|10|92,8776
08/01/2020|Доллар США|R01235|840|USD|1|61,9057
08/01/2020|Евро|R01239|978|EUR|1|69,3777
08/01/2020|Индийских рупий|R01270|356|INR|100|86,8255
08/01/2020|Тенге|R01335|398|KZT|100|16,1665
08/01/2020|Канадский доллар|R01350|124|CAD|1|47,4446
08/01/2020|Сомов|R01370|417|KGS|100|88,6979
08/01/2020|Юаней|R01375|156|CNY|10|88,8696
08/01/2020|Молдавских леев|R01500|498|MDL|10|35,9917
08/01/2020|Норвежских крон|R01535|578|NOK|10|70,3834
08/01/2020|Злотый|R01565|985|PLN|1|16,3017
08/01/2020|Румынский лей|R01585F|946|RON|1|14,5005
08/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|85,6051
08/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,9958
08/01/2020|Сомони|R01670|972|TJS|10|63,8980
08/01/2020|Турецкая лира|R01700J|949|TRY|1|10,4148
08/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,7126
08/01/2020|Узбекских сумов|R01717|860|UZS|10000|65,1121
08/01/2020|Гривен|R01720|980|UAH|10|26,1205
08/01/2020|Чешских крон|R01760|203|CZK|10|27,3019
08/01/2020|Шведских крон|R01770|752|SEK|10|66,2930
08/01/2020|Швейцарский франк|R01775|756|CHF|1|63,8994
08/01/2020|Рэндов|R01810|710|ZAR|10|44,0839
08/01/2020|Вон|R01815|410|KRW|1000|53,5535
08/01/2020|Иен|R01820|392|JPY|100|56,9746
09/01/2020|Австралийский доллар|R01010|036|AUD|1|43,3835
09/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,4902
09/01/2020|Фунт стерлингов|R01035|826|GBP|1|81,3069
09/01/2020|Армянских драмов|R01060|051|AMD|100|12,9239
09/01/2020|Белорусский рубль|R01090B|933|BYN|1|29,3545
09/01/2020|Болгарский лев|R01100|975|BGN|1|35,4720
09/01/2020|Бразильский реал|R01115|986|BRL|1|15,4006
09/01/2020|Форинтов|R01135|348|HUF|100|20,9637
09/01/2020|Гонконгских долларов|R01200|344|HKD|10|79,5029
09/01/2020|Датских крон|R01215|208|DKK|10|92,8776
09/01/2020|Доллар США|R01235|840|USD|1|61,9057
09/01/2020|Евро|R01239|978|EUR|1|69,3777
09/01/2020|Индийских рупий|R01270|356|INR|100|86,8255
09/01/2020|Тенге|R01335|398|KZT|100|16,1665
09/01/2020|Канадский доллар|R01350|124|CAD|1|47,4446
09/01/2020|Сомов|R01370|417|KGS|100|88,6979
09/01/2020|Юаней|R01375|156|CNY|10|88,8696
09/01/2020|Молдавских леев|R01500|498|MDL|10|35,9917
09/01/2020|Норвежских крон|R01535|578|NOK|10|70,3834
09/01/2020|Злотый|R01565|985|PLN|1|16,3017
09/01/2020|Румынский лей|R01585F|946|RON|1|14,5005
09/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|85,6051
09/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,9958
09/01/2020|Сомони|R01670|972|TJS|10|63,8980
09/01/2020|Турецкая лира|R01700J|949|TRY|1|10,4148
09/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,7126
09/01/2020|Узбекских сумов|R01717|860|UZS|10000|65,1121
09/01/2020|Гривен|R01720|980|UAH|10|26,1205
09/01/2020|Чешских крон|R01760|203|CZK|10|27,3019
09/01/2020|Шведских крон|R01770|752|SEK|10|66,2930
09/01/2020|Швейцарский франк|R01775|756|CHF|1|63,8994
09/01/2020|Рэндов|R01810|710|ZAR|10|44,0839
09/01/2020|Вон|R01815|410|KRW|1000|53,5535
09/01/2020|Иен|R01820|392|JPY|100|56,9746
10/01/2020|Австралийский доллар|R01010|036|AUD|1|42,0494
10/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,0943
10/01/2020|Фунт стерлингов|R01035|826|GBP|1|80,2533
10/01/2020|Армянских драмов|R01060|051|AMD|100|12,7904
10/01/2020|Белорусский рубль|R01090B|933|BYN|1|28,9030
10/01/2020|Болгарский лев|R01100|975|BGN|1|34,7901
10/01/2020|Бразильский реал|R01115|986|BRL|1|15,0656
10/01/2020|Форинтов|R01135|348|HUF|100|20,5566
10/01/2020|Гонконгских долларов|R01200|344|HKD|10|78,7951
10/01/2020|Датских крон|R01215|208|DKK|10|91,0502
10/01/2020|Доллар США|R01235|840|USD|1|61,2340
10/01/2020|Евро|R01239|978|EUR|1|68,0555
10/01/2020|Индийских рупий|R01270|356|INR|100|85,6450
10/01/2020|Тенге|R01335|398|KZT|100|16,2524
10/01/2020|Канадский доллар|R01350|124|CAD|1|46,9406
10/01/2020|Сомов|R01370|417|KGS|100|87,9036
10/01/2020|Юаней|R01375|156|CNY|10|88,3493
10/01/2020|Молдавских леев|R01500|498|MDL|10|35,3954
10/01/2020|Норвежских крон|R01535|578|NOK|10|69,0287
10/01/2020|Злотый|R01565|985|PLN|1|16,0593
10/01/2020|Румынский лей|R01585F|946|RON|1|14,2428
10/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|84,5960
10/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,3350
10/01/2020|Сомони|R01670|972|TJS|10|63,1930
10/01/2020|Турецкая лира|R01700J|949|TRY|1|10,3947
10/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,5205
10/01/2020|Узбекских сумов|R01717|860|UZS|10000|64,0188
10/01/2020|Гривен|R01720|980|UAH|10|25,3439
10/01/2020|Чешских крон|R01760|203|CZK|10|26,9445
10/01/2020|Шведских крон|R01770|752|SEK|10|64,7492
10/01/2020|Швейцарский франк|R01775|756|CHF|1|62,8686
10/01/2020|Рэндов|R01810|710|ZAR|10|43,3405
10/01/2020|Вон|R01815|410|KRW|1000|52,7336
10/01/2020|Иен|R01820|392|JPY|100|56,0161
11/01/2020|Австралийский доллар|R01010|036|AUD|1|42,1246
11/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,1115
11/01/2020|Фунт стерлингов|R01035|826|GBP|1|80,0710
11/01/2020|Армянских драмов|R01060|051|AMD|100|12,7965
11/01/2020|Белорусский рубль|R01090B|933|BYN|1|28,8800
11/01/2020|Болгарский лев|R01100|975|BGN|1|34,7750
11/01/2020|Бразильский реал|R01115|986|BRL|1|14,9656
11/01/2020|Форинтов|R01135|348|HUF|100|20,4320
11/01/2020|Гонконгских долларов|R01200|344|HKD|10|78,8895
11/01/2020|Датских крон|R01215|208|DKK|10|91,0097
11/01/2020|Доллар США|R01235|840|USD|1|61,2632
11/01/2020|Евро|R01239|978|EUR|1|68,0450
11/01/2020|Индийских рупий|R01270|356|INR|100|86,2042
11/01/2020|Тенге|R01335|398|KZT|100|16,2192
11/01/2020|Канадский доллар|R01350|124|CAD|1|46,8803
11/01/2020|Сомов|R01370|417|KGS|100|87,9458
11/01/2020|Юаней|R01375|156|CNY|10|88,3978
11/01/2020|Молдавских леев|R01500|498|MDL|10|35,2695
11/01/2020|Норвежских крон|R01535|578|NOK|10|69,0220
11/01/2020|Злотый|R01565|985|PLN|1|16,0144
11/01/2020|Румынский лей|R01585F|946|RON|1|14,2297
11/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|84,5046
11/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,3869
11/01/2020|Сомони|R01670|972|TJS|10|63,1697
11/01/2020|Турецкая лира|R01700J|949|TRY|1|10,3959
11/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,5288
11/01/2020|Узбекских сумов|R01717|860|UZS|10000|64,4341
11/01/2020|Гривен|R01720|980|UAH|10|25,5130
11/01/2020|Чешских крон|R01760|203|CZK|10|26,9431
11/01/2020|Шведских крон|R01770|752|SEK|10|64,4971
11/01/2020|Швейцарский франк|R01775|756|CHF|1|62,9115
11/01/2020|Рэндов|R01810|710|ZAR|10|43,0413
11/01/2020|Вон|R01815|410|KRW|1000|52,7574
11/01/2020|Иен|R01820|392|JPY|100|55,9098
12/01/2020|Австралийский доллар|R01010|036|AUD|1|42,1246
12/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,1115
12/01/2020|Фунт стерлингов|R01035|826|GBP|1|80,0710
12/01/2020|Армянских драмов|R01060|051|AMD|100|12,7965
12/01/2020|Белорусский рубль|R01090B|933|BYN|1|28,8800
12/01/2020|Болгарский лев|R01100|975|BGN|1|34,7750
12/01/2020|Бразильский реал|R01115|986|BRL|1|14,9656
12/01/2020|Форинтов|R01135|348|HUF|100|20,4320
12/01/2020|Гонконгских долларов|R01200|344|HKD|10|78,8895
12/01/2020|Датских крон|R01215|208|DKK|10|91,0097
12/01/2020|Доллар США|R01235|840|USD|1|61,2632
12/01/2020|Евро|R01239|978|EUR|1|68,0450
12/01/2020|Индийских рупий|R01270|356|INR|100|86,2042
12/01/2020|Тенге|R01335|398|KZT|100|16,2192
12/01/2020|Канадский доллар|R01350|124|CAD|1|46,8803
12/01/2020|Сомов|R01370|417|KGS|100|87,9458
12/01/2020|Юаней|R01375|156|CNY|10|88,3978
12/01/2020|Молдавских леев|R01500|498|MDL|10|35,2695
12/01/2020|Норвежских крон|R01535|578|NOK|10|69,0220
12/01/2020|Злотый|R01565|985|PLN|1|16,0144
12/01/2020|Румынский лей|R01585F|946|RON|1|14,2297
12/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|84,5046
12/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,3869
12/01/2020|Сомони|R01670|972|TJS|10|63,1697
12/01/2020|Турецкая лира|R01700J|949|TRY|1|10,3959
12/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,5288
12/01/2020|Узбекских сумов|R01717|860|UZS|10000|64,4341
12/01/2020|Гривен|R01720|980|UAH|10|25,5130
12/01/2020|Чешских крон|R01760|203|CZK|10|26,9431
12/01/2020|Шведских крон|R01770|752|SEK|10|64,4971
12/01/2020|Швейцарский франк|R01775|756|CHF|1|62,9115
12/01/2020|Рэндов|R01810|710|ZAR|10|43,0413
12/01/2020|Вон|R01815|410|KRW|1000|52,7574
12/01/2020|Иен|R01820|392|JPY|100|55,9098
13/01/2020|Австралийский доллар|R01010|036|AUD|1|42,1246
13/01/2020|Азербайджанский манат|R01020A|944|AZN|1|36,1115
13/01/2020|Фунт стерлингов|R01035|826|GBP|1|80,0710
13/01/2020|Армянских драмов|R01060|051|AMD|100|12,7965
13/01/2020|Белорусский рубль|R01090B|933|BYN|1|28,8800
13/01/2020|Болгарский лев|R01100|975|BGN|1|34,7750
13/01/2020|Бразильский реал|R01115|986|BRL|1|14,9656
13/01/2020|Форинтов|R01135|348|HUF|100|20,4320
13/01/2020|Гонконгских долларов|R01200|344|HKD|10|78,8895
13/01/2020|Датских крон|R01215|208|DKK|10|91,0097
13/01/2020|Доллар США|R01235|840|USD|1|61,2632
13/01/2020|Евро|R01239|978|EUR|1|68,0450
13/01/2020|Индийских рупий|R01270|356|INR|100|86,2042
13/01/2020|Тенге|R01335|398|KZT|100|16,2192
13/01/2020|Канадский доллар|R01350|124|CAD|1|46,8803
13/01/2020|Сомов|R01370|417|KGS|100|87,9458
13/01/2020|Юаней|R01375|156|CNY|10|88,3978
13/01/2020|Молдавских леев|R01500|498|MDL|10|35,2695
13/01/2020|Норвежских крон|R01535|578|NOK|10|69,0220
13/01/2020|Злотый|R01565|985|PLN|1|16,0144
13/01/2020|Румынский лей|R01585F|946|RON|1|14,2297
13/01/2020|СДР (специальные права заимствования)|R01589|960|XDR|1|84,5046
13/01/2020|Сингапурский доллар|R01625|702|SGD|1|45,3869
13/01/2020|Сомони|R01670|972|TJS|10|63,1697
13/01/2020|Турецкая лира|R01700J|949|TRY|1|10,3959
13/01/2020|Новый туркменский манат|R01710A|934|TMT|1|17,5288
13/01/2020|Узбекских сумов|R01717|860|UZS|10000|64,4341
13/01/2020|Гривен|R01720|980|UAH|10|25,5130
13/01/2020|Чешских крон|R01760|203|CZK|10|26,9431
13/01/2020|Шведских крон|R01770|752|SEK|10|64,4971
13/01/2020|Швейцарский франк|R01775|756|CHF|1|62,9115
13/01/2020|Рэндов|R01810|710|ZAR|10|43,0413
13/01/2020|Вон|R01815|410|KRW|1000|52,7574
13/01/2020|Иен|R01820|392|JPY|100|55,9098
14/01/2020|Австралийский доллар|R01010|036|AUD|1|42,1086
